window_start, window_end, airline, num_flights, latency_ms, throughput_rpm
2025-01-04 00:00:00, 2025-01-04 01:00:00, DL, 2, 40, 0.0333
2025-01-04 01:00:00, 2025-01-04 02:00:00, DL, 2, 38, 0.0333
2025-01-04 03:00:00, 2025-01-04 04:00:00, DL, 1, 37, 0.0167
2025-01-03 21:00:00, 2025-01-03 22:00:00, WN, 132, 160, 2.2000
2025-01-03 21:00:00, 2025-01-03 22:00:00, AA, 86, 160, 1.4333
2025-01-03 22:00:00, 2025-01-03 23:00:00, WN, 132, 71, 2.2000
2025-01-03 22:00:00, 2025-01-03 23:00:00, AA, 86, 69, 1.4333
2025-01-03 23:00:00, 2025-01-04 00:00:00, AA, 32, 49, 0.5333
2025-01-04 00:00:00, 2025-01-04 01:00:00, AA, 15, 41, 0.2500
2025-01-04 01:00:00, 2025-01-04 02:00:00, AA, 3, 39, 0.0500
2025-01-03 21:00:00, 2025-01-03 22:00:00, UA, 58, 157, 0.9667
2025-01-03 22:00:00, 2025-01-03 23:00:00, UA, 50, 71, 0.8333
2025-01-03 23:00:00, 2025-01-04 00:00:00, UA, 49, 44, 0.8167
2025-01-04 00:00:00, 2025-01-04 01:00:00, UA, 9, 39, 0.1500
2025-01-04 01:00:00, 2025-01-04 02:00:00, UA, 1, 39, 0.0167
2025-01-04 02:00:00, 2025-01-04 03:00:00, UA, 1, 38, 0.0167
2025-01-04 05:00:00, 2025-01-04 06:00:00, DL, 62, 132, 1.0333
2025-01-04 05:00:00, 2025-01-04 06:00:00, AA, 103, 133, 1.7167
2025-01-04 05:00:00, 2025-01-04 06:00:00, WN, 250, 134, 4.1667
2025-01-04 05:00:00, 2025-01-04 06:00:00, UA, 50, 135, 0.8333
2025-01-04 06:00:00, 2025-01-04 07:00:00, DL, 181, 149, 3.0167
2025-01-04 06:00:00, 2025-01-04 07:00:00, AA, 172, 148, 2.8667
2025-01-04 06:00:00, 2025-01-04 07:00:00, WN, 287, 149, 4.7833
2025-01-04 06:00:00, 2025-01-04 07:00:00, UA, 130, 159, 2.1667
2025-01-04 07:00:00, 2025-01-04 08:00:00, DL, 211, 178, 3.5167
2025-01-04 07:00:00, 2025-01-04 08:00:00, AA, 167, 175, 2.7833
2025-01-04 07:00:00, 2025-01-04 08:00:00, WN, 243, 178, 4.0500
2025-01-04 07:00:00, 2025-01-04 08:00:00, UA, 176, 173, 2.9333
2025-01-04 08:00:00, 2025-01-04 09:00:00, DL, 160, 197, 2.6667
2025-01-04 09:00:00, 2025-01-04 10:00:00, DL, 122, 65, 2.0333
2025-01-04 08:00:00, 2025-01-04 09:00:00, AA, 162, 198, 2.7000
2025-01-04 08:00:00, 2025-01-04 09:00:00, WN, 184, 201, 3.0667
2025-01-04 09:00:00, 2025-01-04 10:00:00, WN, 244, 70, 4.0667
2025-01-04 09:00:00, 2025-01-04 10:00:00, AA, 117, 67, 1.9500
2025-01-04 08:00:00, 2025-01-04 09:00:00, UA, 161, 196, 2.6833
2025-01-04 09:00:00, 2025-01-04 10:00:00, UA, 114, 64, 1.9000
2025-01-04 10:00:00, 2025-01-04 11:00:00, DL, 131, 124, 2.1833
2025-01-04 10:00:00, 2025-01-04 11:00:00, WN, 178, 127, 2.9667
2025-01-04 10:00:00, 2025-01-04 11:00:00, AA, 129, 124, 2.1500
2025-01-04 10:00:00, 2025-01-04 11:00:00, UA, 106, 120, 1.7667
2025-01-04 11:00:00, 2025-01-04 12:00:00, DL, 193, 160, 3.2167
2025-01-04 11:00:00, 2025-01-04 12:00:00, AA, 133, 164, 2.2167
2025-01-04 11:00:00, 2025-01-04 12:00:00, WN, 211, 166, 3.5167
2025-01-04 11:00:00, 2025-01-04 12:00:00, UA, 112, 159, 1.8667
2025-01-04 12:00:00, 2025-01-04 13:00:00, DL, 138, 220, 2.3000
2025-01-04 13:00:00, 2025-01-04 14:00:00, DL, 126, 83, 2.1000
2025-01-04 12:00:00, 2025-01-04 13:00:00, AA, 129, 224, 2.1500
2025-01-04 12:00:00, 2025-01-04 13:00:00, WN, 209, 230, 3.4833
2025-01-04 13:00:00, 2025-01-04 14:00:00, WN, 209, 89, 3.4833
2025-01-04 13:00:00, 2025-01-04 14:00:00, AA, 130, 84, 2.1667
2025-01-04 12:00:00, 2025-01-04 13:00:00, UA, 98, 219, 1.6333
2025-01-04 13:00:00, 2025-01-04 14:00:00, UA, 118, 84, 1.9667
2025-01-04 14:00:00, 2025-01-04 15:00:00, DL, 133, 162, 2.2167
2025-01-04 15:00:00, 2025-01-04 16:00:00, DL, 162, 42, 2.7000
2025-01-04 14:00:00, 2025-01-04 15:00:00, WN, 227, 165, 3.7833
2025-01-04 14:00:00, 2025-01-04 15:00:00, AA, 124, 162, 2.0667
2025-01-04 15:00:00, 2025-01-04 16:00:00, WN, 223, 47, 3.7167
2025-01-04 15:00:00, 2025-01-04 16:00:00, AA, 120, 45, 2.0000
2025-01-04 14:00:00, 2025-01-04 15:00:00, UA, 116, 163, 1.9333
2025-01-04 15:00:00, 2025-01-04 16:00:00, UA, 73, 41, 1.2167
2025-01-04 16:00:00, 2025-01-04 17:00:00, DL, 118, 102, 1.9667
2025-01-04 16:00:00, 2025-01-04 17:00:00, WN, 219, 115, 3.6500
2025-01-04 16:00:00, 2025-01-04 17:00:00, AA, 136, 113, 2.2667
2025-01-04 16:00:00, 2025-01-04 17:00:00, UA, 130, 114, 2.1667
2025-01-04 17:00:00, 2025-01-04 18:00:00, DL, 145, 195, 2.4167
2025-01-04 18:00:00, 2025-01-04 19:00:00, DL, 162, 65, 2.7000
2025-01-04 17:00:00, 2025-01-04 18:00:00, AA, 134, 197, 2.2333
2025-01-04 17:00:00, 2025-01-04 18:00:00, WN, 219, 200, 3.6500
2025-01-04 18:00:00, 2025-01-04 19:00:00, WN, 243, 68, 4.0500
2025-01-04 18:00:00, 2025-01-04 19:00:00, AA, 146, 66, 2.4333
2025-01-04 17:00:00, 2025-01-04 18:00:00, UA, 124, 194, 2.0667
2025-01-04 18:00:00, 2025-01-04 19:00:00, UA, 134, 64, 2.2333
2025-01-04 19:00:00, 2025-01-04 20:00:00, DL, 142, 132, 2.3667
2025-01-04 19:00:00, 2025-01-04 20:00:00, WN, 234, 140, 3.9000
2025-01-04 19:00:00, 2025-01-04 20:00:00, AA, 130, 136, 2.1667
2025-01-04 19:00:00, 2025-01-04 20:00:00, UA, 101, 131, 1.6833
2025-01-04 20:00:00, 2025-01-04 21:00:00, DL, 86, 233, 1.4333
2025-01-04 21:00:00, 2025-01-04 22:00:00, DL, 94, 152, 1.5667
2025-01-04 22:00:00, 2025-01-04 23:00:00, DL, 108, 95, 1.8000
2025-01-04 23:00:00, 2025-01-05 00:00:00, DL, 37, 76, 0.6167
2025-01-05 00:00:00, 2025-01-05 01:00:00, DL, 3, 70, 0.0500
2025-01-05 01:00:00, 2025-01-05 02:00:00, DL, 2, 68, 0.0333
2025-01-05 03:00:00, 2025-01-05 04:00:00, DL, 1, 65, 0.0167
2025-01-04 20:00:00, 2025-01-04 21:00:00, WN, 240, 236, 4.0000
2025-01-04 20:00:00, 2025-01-04 21:00:00, AA, 132, 234, 2.2000
2025-01-04 21:00:00, 2025-01-04 22:00:00, AA, 86, 153, 1.4333
2025-01-04 21:00:00, 2025-01-04 22:00:00, WN, 180, 153, 3.0000
2025-01-04 22:00:00, 2025-01-04 23:00:00, AA, 87, 96, 1.4500
2025-01-04 22:00:00, 2025-01-04 23:00:00, WN, 130, 98, 2.1667
2025-01-04 23:00:00, 2025-01-05 00:00:00, AA, 38, 77, 0.6333
2025-01-05 00:00:00, 2025-01-05 01:00:00, AA, 17, 70, 0.2833
